OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
003	0	GX010095.MP4	2570	L_GX010079.MP4	2424	1.42921	A	0.44656	554.24177	6.39291	2.10952	2243.86190	20.47406	20.93650	44.37170	-106.46323	-777.61129	-2102.11857	Labridae	Achoerodus	gouldii	37384002	1	0500-0699 mm	Passing			
003	1	GX010095.MP4	2598	L_GX010079.MP4	2452	1.44478	A	0.46213	534.31852	14.23137	2.25008	2503.53292	14.68860	63.19223	45.22879	-618.19550	-144.28345	-2421.71297	Labridae	Achoerodus	gouldii	37384002	1	0500-0699 mm	Passing			
003	2	GX010095.MP4	2760	L_GX010079.MP4	2614	1.53487	A	0.55222	405.54287	11.91318	1.17788	2189.60945	28.11208	58.31656	20.82884	-595.40425	842.60282	-1931.29588	Labridae	Achoerodus	gouldii	37384002	1	0300-0499 mm	Passing			
003	3	GX010095.MP4	2836	L_GX010079.MP4	2690	1.57713	A	0.59448	814.51241	16.16484	4.99838	3155.59983	27.96278	19.49294	9.95627	-1182.77831	-889.05096	-2787.19108	Labridae	Achoerodus	gouldii	37384002	1	0700-0899 mm	Passing			
003	4	GX010095.MP4	3048	L_GX010079.MP4	2902	1.69503	A	0.71238	490.48098	8.24164	5.43079	2619.29631	20.92960	1.34534	0.38803	-837.05398	418.10611	-2446.47524	Labridae	Achoerodus	gouldii	37384002	1	0300-0499 mm	Passing			
003	5	GX010095.MP4	35573	L_GX010079.MP4	35427	19.78254	B	3.79935	413.27648	3.93263	0.95838	1621.56413	29.87069	22.65406	39.83305	-748.45747	-303.39128	-1406.14202	Labridae	Achoerodus	gouldii	37384002	1	0300-0499 mm	Passing			
003	6	GX010095.MP4	52220	L_GX010079.MP4	52074	29.04012	B	13.05693	1027.85108	24.30682	5.05260	2892.88942	18.26901	62.25682	24.22668	-359.52456	-832.54813	-2747.07388	Labridae	Achoerodus	gouldii	37384002	1	0900-1099 mm	Passing			
003	7	GX010095.MP4	52258	L_GX010079.MP4	52112	29.06125	B	13.07807	576.15158	13.90969	2.32874	4439.92467	18.52248	0.76690	16.52268	-794.20096	-1165.60861	-4209.93260	Labridae	Achoerodus	gouldii	37384002	1	0500-0699 mm	Passing			
003	8	GX010095.MP4	76989	L_GX010079.MP4	76843	42.81444	C	11.83071	384.63357	5.71619	3.53814	2508.25340	14.04619	8.49555	28.27827	-539.26054	-282.47248	-2433.25759	Labridae	Achoerodus	gouldii	37384002	1	0300-0499 mm	Passing			
003	10	GX010095.MP4	83776	L_GX010079.MP4	83630	46.58876	D	0.60449	438.79005	25.19706	4.36332	2880.33726	20.86774	87.78534	22.33751	125.66934	-1018.28524	-2691.40208	Labridae	Achoerodus	gouldii	37384002	1	0300-0499 mm	Passing			
003	11	GX010095.MP4	86929	L_GX010079.MP4	86783	48.34218	D	2.35791	666.56120	10.15960	4.04220	2748.27508	28.77506	6.95402	30.96583	-1141.66851	-668.40961	-2408.90795	Labridae	Achoerodus	gouldii	37384002	1	0500-0699 mm	Passing			
