OpCode	Camera	MovieSeqIndex	StartTimeOffset	Format	Filename	Frames	Rate
036	1	0	0.00000	0	GX010100.MP4	137264	29.97003
037	0	0	0.00000	0	L_GX012833.MP4	118923	29.97003
037	1	0	0.00000	0	GX010101.MP4	119233	29.97003
038	0	0	0.00000	0	L_GX012833.MP4	123014	29.97003
038	1	0	0.00000	0	GX010102.MP4	122965	29.97003
039	0	0	0.00000	0	L_GX010099.MP4	124104	29.97003
039	1	0	0.00000	0	GX010100.MP4	123794	29.97003
041	0	0	0.00000	0	L_GX010101.MP4	129963	29.97003
041	1	0	0.00000	0	GX010101.MP4	129964	29.97003
042	0	0	0.00000	0	L_GX012833.MP4	145920	29.97003
042	0	0	0.00000	0	L_GX022833.MP4	2563	29.97003
042	1	0	0.00000	0	GX012833.MP4	145920	29.97003
042	1	0	0.00000	0	GX022833.MP4	1954	29.97003
043	0	0	0.00000	0	L_GX012834.MP4	116054	29.97003
043	1	0	0.00000	0	GX012834.MP4	115843	29.97003
044	0	0	0.00000	0	L_GX010102.MP4	121664	29.97003
044	1	0	0.00000	0	GX010102.MP4	121464	29.97003
045	0	0	0.00000	0	L_GX012835.MP4	126064	29.97003
045	1	0	0.00000	0	GX012835.MP4	125833	29.97003
046	0	0	0.00000	0	L_GX010100.MP4	125514	29.97003
046	1	0	0.00000	0	GX010101.MP4	125154	29.97003
047	0	0	0.00000	0	L_GX012834.MP4	131494	29.97003
047	1	0	0.00000	0	GX010103.MP4	131225	29.97003
048	0	0	0.00000	0	L_GX012834.MP4	127404	29.97003
048	1	0	0.00000	0	GX010102.MP4	127124	29.97003
049	0	0	0.00000	0	L_GX012835.MP4	129044	29.97003
049	1	0	0.00000	0	GX010103.MP4	128794	29.97003
050	0	0	0.00000	0	L_GX012835.MP4	123334	29.97003
050	1	0	0.00000	0	GX010104.MP4	123075	29.97003
051	0	0	0.00000	0	L_GX010101.MP4	127534	29.97003
051	1	0	0.00000	0	GX010102.MP4	127264	29.97003
052	0	0	0.00000	0	L_GX012836.MP4	124581	29.97003
052	1	0	0.00000	0	GX012836.MP4	124723	29.97003
053	0	0	0.00000	0	L_GX010103.MP4	129674	29.97003
053	1	0	0.00000	0	GX010103.MP4	129424	29.97003
054	0	0	0.00000	0	L_GX012835.MP4	138234	29.97003
054	1	0	0.00000	0	GX012835.MP4	137994	29.97003
055	0	0	0.00000	0	L_GX012836.MP4	121503	29.97003
055	1	0	0.00000	0	GX012836.MP4	121263	29.97003
057	0	0	0.00000	0	L_GX012837.MP4	124003	29.97003
057	1	0	0.00000	0	GX012837.MP4	123974	29.97003
058	0	0	0.00000	0	L_GX010102.MP4	124684	29.97003
058	1	0	0.00000	0	GX010103.MP4	124464	29.97003
059	0	0	0.00000	0	L_GX012836.MP4	145920	29.97003
059	0	0	0.00000	0	L_GX022836.MP4	9894	29.97003
059	1	0	0.00000	0	GX010105.MP4	145920	29.97003
059	1	0	0.00000	0	GX020105.MP4	9155	29.97003
060	0	0	0.00000	0	L_GX012836.MP4	120564	29.97003
060	1	0	0.00000	0	GX010104.MP4	120214	29.97003
061	0	0	0.00000	0	L_GX012837.MP4	114662	29.97003
061	1	0	0.00000	0	GX010105.MP4	114324	29.97003
062	0	0	0.00000	0	GX010106.MP4	119505	29.97003
063	0	0	0.00000	0	L_GX010103.MP4	121303	29.97003
063	1	0	0.00000	0	GX010104.MP4	120954	29.97003
064	0	0	0.00000	0	L_GX012838.MP4	120004	29.97003
064	1	0	0.00000	0	GX012838.MP4	119724	29.97003
065	0	0	0.00000	0	L_GX010105.MP4	111434	29.97003
065	1	0	0.00000	0	GX010105.MP4	111223	29.97003
066	0	0	0.00000	0	L_GX012837.MP4	117334	29.97003
066	1	0	0.00000	0	GX012837.MP4	116914	29.97003
067	0	0	0.00000	0	L_GX012838.MP4	115814	29.97003
067	1	0	0.00000	0	GX012838.MP4	115554	29.97003
068	0	0	0.00000	0	L_GX013143.MP4	119044	29.97003
068	1	0	0.00000	0	GX010106.MP4	118724	29.97003
069	0	0	0.00000	0	L_GX012839.MP4	114564	29.97003
069	1	0	0.00000	0	GX013207.MP4	114474	29.97003
070	0	0	0.00000	0	L_GX010104.MP4	115704	29.97003
070	1	0	0.00000	0	GX010105.MP4	115444	29.97003
071	0	0	0.00000	0	L_GX013083.MP4	118034	29.97003
071	1	0	0.00000	0	GX010107.MP4	117914	29.97003
072	0	0	0.00000	0	L_GX012838.MP4	116734	29.97003
072	1	0	0.00000	0	GX010106.MP4	116484	29.97003
073	0	0	0.00000	0	L_GX012839.MP4	116734	29.97003
073	1	0	0.00000	0	GX010107.MP4	116444	29.97003
074	0	0	0.00000	0	L_GX013084.MP4	115814	29.97003
074	1	0	0.00000	0	GX010108.MP4	115564	29.97003
075	0	0	0.00000	0	L_GX010105.MP4	115024	29.97003
075	1	0	0.00000	0	GX010106.MP4	114564	29.97003
076	0	0	0.00000	0	L_GX012840.MP4	117834	29.97003
076	1	0	0.00000	0	GX013208.MP4	117624	29.97003
077	0	0	0.00000	0	L_GX013144.MP4	122073	29.97003
077	1	0	0.00000	0	GX010107.MP4	121874	29.97003
078	0	0	0.00000	0	L_GX012839.MP4	124284	29.97003
078	1	0	0.00000	0	GX012839.MP4	124094	29.97003
079	0	0	0.00000	0	L_GX012840.MP4	117414	29.97003
079	1	0	0.00000	0	GX012840.MP4	117164	29.97003
080	0	0	0.00000	0	L_GX013145.MP4	120454	29.97003
080	1	0	0.00000	0	GX010108.MP4	120244	29.97003
081	0	0	0.00000	0	L_GX012841.MP4	124624	29.97003
081	1	0	0.00000	0	GX013209.MP4	124414	29.97003
082	0	0	0.00000	0	L_GX010106.MP4	130574	29.97003
082	1	0	0.00000	0	GX010107.MP4	131634	29.97003
083	0	0	0.00000	0	GX010109.MP4	130734	29.97003
083	1	0	0.00000	0	L_GX013085.MP4	130984	29.97003
084	0	0	0.00000	0	L_GX012840.MP4	132304	29.97003
084	1	0	0.00000	0	GX010108.MP4	131954	29.97003
085	0	0	0.00000	0	L_GX012841.MP4	113574	29.97003
085	1	0	0.00000	0	GX010109.MP4	113294	29.97003
087	0	0	0.00000	0	L_GX010107.MP4	114644	29.97003
087	1	0	0.00000	0	GX010108.MP4	114644	29.97003
088	0	0	0.00000	0	L_GX012842.MP4	118286	29.97003
088	1	0	0.00000	0	GX013210.MP4	118354	29.97003
089	0	0	0.00000	0	L_GX013146.MP4	117073	29.97003
089	1	0	0.00000	0	GX010109.MP4	116664	29.97003
090	0	0	0.00000	0	L_GX012841.MP4	120584	29.97003
090	1	0	0.00000	0	GX012841.MP4	119994	29.97003
091	0	0	0.00000	0	L_GX012842.MP4	116443	29.97003
091	1	0	0.00000	0	GX012842.MP4	116404	29.97003
092	0	0	0.00000	0	L_GX013147.MP4	120024	29.97003
092	1	0	0.00000	0	GX010110.MP4	120054	29.97003
093	0	0	0.00000	0	L_GX012843.MP4	116374	29.97003
093	1	0	0.00000	0	GX013211.MP4	116344	29.97003
094	0	0	0.00000	0	L_GX012839.MP4	129964	29.97003
094	1	0	0.00000	0	GX010109.MP4	129603	29.97003
095	0	0	0.00000	0	L_GX013087.MP4	118723	29.97003
095	1	0	0.00000	0	GX012839.MP4	118064	29.97003
096	0	0	0.00000	0	L_GX012842.MP4	117744	29.97003
096	1	0	0.00000	0	GX010110.MP4	117264	29.97003
097	0	0	0.00000	0	L_GX012843.MP4	125364	29.97003
097	1	0	0.00000	0	GX010111.MP4	124964	29.97003
098	0	0	0.00000	0	L_GX013088.MP4	116434	29.97003
098	1	0	0.00000	0	GX012840.MP4	116177	29.97003
099	0	0	0.00000	0	L_GX012840.MP4	117583	29.97003
099	1	0	0.00000	0	GX010110.MP4	117574	29.97003
100	0	0	0.00000	0	L_GX012844.MP4	117494	29.97003
100	1	0	0.00000	0	GX013212.MP4	117403	29.97003
101	0	0	0.00000	0	L_GX013148.MP4	119174	29.97003
101	1	0	0.00000	0	GX010111.MP4	118944	29.97003
102	0	0	0.00000	0	L_GX012843.MP4	122244	29.97003
102	1	0	0.00000	0	GX012843.MP4	122144	29.97003
103	0	0	0.00000	0	L_GX012844.MP4	145920	29.97003
103	0	0	0.00000	0	L_GX022844.MP4	4824	29.97003
103	1	0	0.00000	0	GX012844.MP4	145920	29.97003
103	1	0	0.00000	0	GX022844.MP4	4571	29.97003
104	0	0	0.00000	0	L_GX013149.MP4	114974	29.97003
104	1	0	0.00000	0	GX010112.MP4	115664	29.97003
105	0	0	0.00000	0	L_GX012845.MP4	117074	29.97003
105	1	0	0.00000	0	GX013213.MP4	116973	29.97003
106	0	0	0.00000	0	L_GX012841.MP4	127394	29.97003
106	1	0	0.00000	0	GX010111.MP4	127323	29.97003
107	0	0	0.00000	0	L_GX013089.MP4	113094	29.97003
107	1	0	0.00000	0	GX012841.MP4	113074	29.97003
108	0	0	0.00000	0	L_GX012844.MP4	112404	29.97003
108	1	0	0.00000	0	GX010112.MP4	112204	29.97003
